user,item
27968,6874
27968,1265
27968,5995
27968,8784
27968,3735
27968,6016
27968,527
27968,260
27968,1208
27968,3949
67764,6754
67764,541
67764,33794
67764,1214
67764,2288
67764,5679
67764,33493
67764,3300
67764,3527
67764,5219
2581,4034
2581,110
2581,1221
2581,296
2581,4226
2581,2329
2581,3147
2581,7254
2581,2571
2581,4975
82969,68157
82969,70286
82969,47
82969,293
82969,593
82969,55765
82969,2959
82969,296
82969,44199
82969,58559
137831,68157
137831,296
137831,54286
137831,88125
137831,110
137831,1291
137831,1210
137831,81845
137831,356
137831,68358
48639,1220
48639,3147
48639,780
48639,150
48639,318
48639,4886
48639,4963
48639,6539
48639,2716
48639,2571
97870,3578
97870,1270
97870,1580
97870,733
97870,293
97870,1136
97870,33794
97870,47
97870,52281
97870,780
40424,457
40424,593
40424,1968
40424,1291
40424,2571
40424,150
40424,1210
40424,260
40424,2324
40424,5952
46835,8360
46835,253
46835,6934
46835,1222
46835,5956
46835,288
46835,1198
46835,110
46835,593
46835,56757
79570,110102
79570,80615
79570,2762
79570,79592
79570,66097
79570,7361
79570,8807
79570,1025
79570,95510
79570,92259
94515,33794
94515,1704
94515,364
94515,6874
94515,2028
94515,293
94515,593
94515,2762
94515,32
94515,1193
137854,36517
137854,2944
137854,44191
137854,27706
137854,8970
137854,1209
137854,68954
137854,5008
137854,1254
137854,33493
11263,1261
11263,1214
11263,52973
11263,318
11263,35836
11263,47
11263,48165
11263,34437
11263,50
11263,8981
47054,34405
47054,5952
47054,33794
47054,5418
47054,4963
47054,32
47054,6333
47054,32587
47054,2762
47054,27788
37161,1291
37161,2762
37161,3362
37161,1343
37161,33794
37161,55290
37161,356
37161,2403
37161,1226
37161,1358
90747,50
90747,2762
90747,48516
90747,110
90747,527
90747,1246
90747,260
90747,1210
90747,318
90747,5952
127601,2324
127601,46723
127601,59369
127601,2762
127601,97304
127601,27773
127601,55820
127601,64957
127601,74789
127601,3114
39688,1246
39688,4306
39688,4308
39688,3910
39688,7153
39688,69844
39688,4014
39688,527
39688,7147
39688,56757
3293,3253
3293,8645
3293,1060
3293,1923
3293,2692
3293,3983
3293,223
3293,3949
3293,457
3293,231
18760,111
18760,1961
18760,1258
18760,858
18760,4848
18760,2502
18760,1673
18760,1193
18760,47
18760,1247
35856,3476
35856,4011
35856,5881
35856,57669
35856,87232
35856,3793
35856,45499
35856,86190
35856,3996
35856,42738
102653,5060
102653,4034
102653,2997
102653,356
102653,1270
102653,4963
102653,1214
102653,2028
102653,589
102653,1197
44617,2692
44617,56757
44617,74458
44617,53125
44617,72998
44617,3147
44617,8973
44617,8984
44617,2355
44617,2291
82532,1213
82532,5989
82532,1036
82532,150
82532,50
82532,608
82532,1663
82532,2858
82532,3039
82532,4022
81551,31658
81551,43396
81551,47894
81551,48738
81551,30810
81551,8784
81551,30898
81551,38886
81551,46976
81551,92259
63175,3030
63175,1945
63175,1256
63175,3741
63175,905
63175,4406
63175,5147
63175,908
63175,7072
63175,4427
102732,3147
102732,457
102732,356
102732,4226
102732,6377
102732,780
102732,1200
102732,6874
102732,1610
102732,2028
123672,33794
123672,480
123672,8360
123672,6333
123672,2762
123672,589
123672,4963
123672,1
123672,260
123672,6377
97474,33679
97474,6373
97474,296
97474,6377
97474,44191
97474,780
97474,344
97474,2502
97474,8644
97474,8360
98293,5418
98293,8644
98293,1722
98293,6333
98293,4306
98293,2694
98293,6754
98293,5254
98293,1580
98293,44191
85632,3949
85632,4226
85632,4995
85632,4308
85632,364
85632,2858
85632,4306
85632,2762
85632,551
85632,40815
129576,6942
129576,6539
129576,47099
129576,40815
129576,79132
129576,8368
129576,4973
129576,72998
129576,92259
129576,8958
457,7147
457,592
457,2395
457,4878
457,1210
457,2115
457,2028
457,260
457,48394
457,35836
133514,30707
133514,70286
133514,2716
133514,4027
133514,1617
133514,1580
133514,1923
133514,32587
133514,457
133514,1214
30737,56367
30737,6377
30737,6539
30737,7147
30737,915
30737,3000
30737,98809
30737,54259
30737,1197
30737,96821
100288,72998
100288,58559
100288,69951
100288,59387
100288,30793
100288,31658
100288,68157
100288,71899
100288,37729
100288,57640
63791,912
63791,8961
63791,2959
63791,500
63791,7153
63791,5952
63791,4993
63791,2571
63791,1961
63791,1210
78521,1258
78521,55820
78521,1270
78521,48774
78521,3949
78521,4878
78521,778
78521,8950
78521,27803
78521,32
84886,515
84886,1913
84886,7090
84886,912
84886,3362
84886,3168
84886,8207
84886,1273
84886,1267
84886,6669
110828,50
110828,4878
110828,63082
110828,778
110828,2858
110828,7361
110828,3949
110828,2329
110828,2959
110828,147
131016,1
131016,47
131016,44191
131016,4226
131016,4886
131016,2762
131016,50
131016,260
131016,8961
131016,5952
5393,912
5393,47721
5393,46976
5393,6936
5393,64614
5393,58559
5393,78499
5393,38038
5393,40819
5393,54881
74051,6373
74051,3448
74051,3916
74051,6377
74051,2716
74051,4886
74051,858
74051,1275
74051,1485
74051,1198
15628,1704
15628,5418
15628,47
15628,110
15628,318
15628,2571
15628,260
15628,50
15628,608
15628,2858
22246,44191
22246,296
22246,1748
22246,1809
22246,1089
22246,1136
22246,4553
22246,2916
22246,4848
22246,1199
4055,527
4055,1028
4055,110
4055,480
4055,5989
4055,357
4055,3793
4055,5952
4055,7153
4055,2011
37939,1136
37939,1193
37939,1196
37939,260
37939,4226
37939,50
37939,1221
37939,858
37939,1288
37939,1449
24856,6377
24856,589
24856,480
24856,1196
24856,1090
24856,4262
24856,64614
24856,648
24856,595
24856,2762
123019,1304
123019,3362
123019,48738
123019,5418
123019,5989
123019,1293
123019,318
123019,30749
123019,3198
123019,6870
68906,4027
68906,55820
68906,2716
68906,4306
68906,593
68906,1265
68906,260
68906,4896
68906,2571
68906,47
52155,2716
52155,4011
52155,2918
52155,6539
52155,356
52155,8961
52155,2959
52155,318
52155,1136
52155,1196
115183,63082
115183,4306
115183,8961
115183,508
115183,4995
115183,99114
115183,778
115183,3147
115183,6016
115183,3083
28748,3481
28748,1387
28748,6953
28748,1175
28748,3503
28748,4246
28748,1183
28748,1343
28748,30812
28748,898
81158,1704
81158,7361
81158,55247
81158,3275
81158,47
81158,3949
81158,111
81158,293
81158,7254
81158,318
114566,6934
114566,62081
114566,47200
114566,49272
114566,56174
114566,56156
114566,7143
114566,6333
114566,33679
114566,8972
43796,99114
43796,1527
43796,4995
43796,4878
43796,5418
43796,50
43796,296
43796,74458
43796,57669
43796,48394
87294,1580
87294,60684
87294,50872
87294,89745
87294,60069
87294,48385
87294,2291
87294,4226
87294,56757
87294,1298
70546,4011
70546,1208
70546,2858
70546,31658
70546,1210
70546,7022
70546,2916
70546,2232
70546,750
70546,235
105479,2395
105479,6296
105479,8970
105479,6539
105479,7147
105479,2959
105479,4886
105479,2502
105479,8910
105479,8366
128762,50
128762,4308
128762,4878
128762,520
128762,6942
128762,588
128762,3000
128762,1206
128762,1028
128762,4896
2161,4489
2161,7149
2161,69526
2161,60397
2161,6367
2161,7293
2161,98809
2161,58559
2161,81847
2161,76093
38516,110
38516,1196
38516,4995
38516,2028
38516,260
38516,1089
38516,3147
38516,4226
38516,593
38516,2762
108458,500
108458,5135
108458,5669
108458,3481
108458,60069
108458,3396
108458,4306
108458,30810
108458,46578
108458,6942
27281,431
27281,6870
27281,475
27281,56367
27281,3897
27281,858
27281,7361
27281,55765
27281,2028
27281,1961
46054,924
46054,2959
46054,4973
46054,593
46054,1210
46054,527
46054,1240
46054,1036
46054,4246
46054,296
132914,68791
132914,67197
132914,45447
132914,1020
132914,56367
132914,1441
132914,1968
132914,6502
132914,45880
132914,7347
115134,8874
115134,58559
115134,6016
115134,2571
115134,4973
115134,541
115134,593
115134,48394
115134,4878
115134,2959
24853,1198
24853,7153
24853,5952
24853,778
24853,68157
24853,70286
24853,541
24853,1210
24853,4993
24853,4878
52391,6539
52391,593
52391,318
52391,8665
52391,1101
52391,1196
52391,1210
52391,260
52391,54286
52391,1291
81884,58559
81884,110
81884,3527
81884,8961
81884,2021
81884,1625
81884,7438
81884,1610
81884,6874
81884,3252
97183,32587
97183,2858
97183,296
97183,48774
97183,27904
97183,1274
97183,8910
97183,48082
97183,4973
97183,2959
77237,49272
77237,3148
77237,1240
77237,5989
77237,5995
77237,589
77237,1270
77237,8368
77237,1221
77237,7153
108574,8636
108574,28
108574,91529
108574,1291
108574,8360
108574,68954
108574,79132
108574,66934
108574,87232
108574,8368
85020,6539
85020,150
85020,47
85020,49272
85020,1
85020,1240
85020,318
85020,8961
85020,296
85020,1198
132299,51662
132299,6539
132299,293
132299,48780
132299,1222
132299,64614
132299,44191
132299,110
132299,2858
132299,4011
22220,2858
22220,4886
22220,7438
22220,1206
22220,593
22220,1732
22220,2329
22220,36529
22220,110
22220,3052
25055,56367
25055,4011
25055,7153
25055,110
25055,593
25055,4226
25055,3578
25055,296
25055,318
25055,356
7648,608
7648,1217
7648,55276
7648,3359
7648,1962
7648,67255
7648,923
7648,48394
7648,1299
7648,48774
4149,2700
4149,7438
4149,110
4149,32
4149,1136
4149,318
4149,1682
4149,5989
4149,8784
4149,6377
6401,7153
6401,5952
6401,110
6401,1617
6401,2329
6401,16
6401,2959
6401,2858
6401,2762
6401,296
52726,34
52726,5971
52726,410
52726,239
52726,3676
52726,54272
52726,1678
52726,2174
52726,3786
52726,2987
81131,367
81131,150
81131,3624
81131,4022
81131,588
81131,1198
81131,8961
81131,2115
81131,104
81131,3793
137166,2455
137166,7361
137166,1199
137166,48780
137166,2916
137166,3527
137166,110102
137166,6502
137166,5445
137166,1527
132073,69122
132073,8961
132073,1193
132073,1
132073,474
132073,1246
132073,8665
132073,1127
132073,2403
132073,364
45939,2012
45939,68157
45939,3503
45939,70286
45939,5952
45939,1175
45939,858
45939,1210
45939,1193
45939,1732
1478,593
1478,3578
1478,1197
1478,364
1478,2762
1478,296
1478,4973
1478,58559
1478,8961
1478,4306
89025,1198
89025,1080
89025,1729
89025,1193
89025,1210
89025,2730
89025,1196
89025,593
89025,778
89025,7153
38760,1206
38760,3996
38760,3911
38760,7438
38760,56367
38760,2329
38760,593
38760,1089
38760,1225
38760,1213
20180,1407
20180,71579
20180,3751
20180,6708
20180,84944
20180,70286
20180,2916
20180,98961
20180,4973
20180,88129
36486,6377
36486,5060
36486,541
36486,8961
36486,1517
36486,1080
36486,6539
36486,1197
36486,2947
36486,8368
41870,1097
41870,1961
41870,1923
41870,318
41870,593
41870,1198
41870,1302
41870,2917
41870,3418
41870,4085
84481,293
84481,48774
84481,88129
84481,1291
84481,33794
84481,51662
84481,1213
84481,49272
84481,54997
84481,59369
115824,97304
115824,16
115824,47610
115824,60684
115824,30812
115824,63113
115824,163
115824,165
115824,3275
115824,733
127535,7438
127535,32
127535,1136
127535,2858
127535,1089
127535,50
127535,74458
127535,58559
127535,7361
127535,6708
85609,6953
85609,33166
85609,44191
85609,5995
85609,86320
85609,30749
85609,1748
85609,46723
85609,150
85609,1527
3845,318
3845,7361
3845,4995
3845,8368
3845,5991
3845,4246
3845,527
3845,48394
3845,7153
3845,4993
89834,3578
89834,4995
89834,44191
89834,2959
89834,364
89834,597
89834,5816
89834,1
89834,8961
89834,4896
46930,6333
46930,4306
46930,7361
46930,5445
46930,33794
46930,44191
46930,4963
46930,59315
46930,50
46930,79132
123242,2858
123242,3435
123242,3176
123242,1225
123242,2908
123242,1304
123242,1252
123242,1035
123242,928
123242,903
110754,7099
110754,59784
110754,3275
110754,110
110754,2353
110754,6378
110754,2948
110754,780
110754,2716
110754,4025
39190,1923
39190,6333
39190,527
39190,3114
39190,6874
39190,2959
39190,1200
39190,50
39190,260
39190,2858
121465,344
121465,4034
121465,1580
121465,1196
121465,260
121465,8360
121465,33166
121465,457
121465,480
121465,3948
111522,56367
111522,55442
111522,55820
111522,4878
111522,48082
111522,1041
111522,4973
111522,6711
111522,7361
111522,38886
131293,3740
131293,593
131293,1278
131293,4226
131293,260
131293,50
131293,2571
131293,1291
131293,6333
131293,5952
133418,1527
133418,1240
133418,3785
133418,2700
133418,5481
133418,6242
133418,3869
133418,47
133418,466
133418,2959
104084,4848
104084,6539
104084,5971
104084,1690
104084,27904
104084,41566
104084,858
104084,6537
104084,7153
104084,288
4871,1580
4871,1089
4871,1246
4871,4886
4871,1961
4871,70
4871,2997
4871,32
4871,1704
4871,3147
131837,318
131837,3481
131837,4226
131837,2396
131837,608
131837,509
131837,3949
131837,1193
131837,2762
131837,4973
26460,4973
26460,1094
26460,150
26460,356
26460,1240
26460,2762
26460,1198
26460,924
26460,1036
26460,3671
74427,593
74427,1196
74427,318
74427,2959
74427,1968
74427,4226
74427,3578
74427,480
74427,356
74427,380
12151,3000
12151,4641
12151,2729
12151,73344
12151,2997
12151,714
12151,4878
12151,3160
12151,5618
12151,1208
32162,4963
32162,6755
32162,588
32162,733
32162,6539
32162,858
32162,6620
32162,1449
32162,592
32162,3911
120215,2692
120215,1296
120215,1265
120215,1225
120215,7669
120215,72011
120215,910
120215,6942
120215,70293
120215,4973
134671,593
134671,8644
134671,4963
134671,318
134671,64957
134671,1198
134671,7361
134671,1721
134671,3578
134671,63082
95282,51540
95282,4306
95282,48516
95282,68157
95282,7438
95282,4886
95282,8950
95282,54001
95282,6874
95282,48780
92178,8961
92178,10
92178,44191
92178,1527
92178,1210
92178,54272
92178,70286
92178,364
92178,648
92178,2571
88042,2502
88042,1200
88042,4963
88042,7153
88042,4993
88042,2762
88042,3210
88042,318
88042,2918
88042,1036
84016,44191
84016,733
84016,3578
84016,1961
84016,367
84016,3793
84016,2762
84016,1580
84016,50872
84016,364
134067,6942
134067,36535
134067,5995
134067,1682
134067,86882
134067,72720
134067,55280
134067,4973
134067,337
134067,7147
84297,1883
84297,1213
84297,1222
84297,1625
84297,1747
84297,3949
84297,32
84297,47
84297,1617
84297,2231
86941,1953
86941,3019
86941,2329
86941,457
86941,1298
86941,2150
86941,1285
86941,2115
86941,3527
86941,3020
71824,457
71824,1136
71824,527
71824,253
71824,316
71824,1617
71824,7153
71824,1580
71824,541
71824,608
85635,46578
85635,1136
85635,3949
85635,8970
85635,1206
85635,58559
85635,356
85635,2959
85635,6711
85635,53125
29235,2376
29235,4226
29235,4878
29235,6539
29235,480
29235,32587
29235,4963
29235,44191
29235,91529
29235,541
38873,1994
38873,1732
38873,6796
38873,6502
38873,180
38873,68237
38873,69122
38873,55820
38873,68157
38873,1259
92934,780
92934,48516
92934,2683
92934,4973
92934,316
92934,1136
92934,47997
92934,2710
92934,1240
92934,750
92273,593
92273,1197
92273,3793
92273,110
92273,3578
92273,589
92273,296
92273,541
92273,1036
92273,2571
52164,39292
52164,4027
52164,7438
52164,2762
52164,6874
52164,296
52164,8970
52164,6565
52164,7153
52164,33166
138134,44191
138134,27706
138134,41569
138134,8961
138134,33660
138134,54503
138134,46578
138134,34048
138134,34437
138134,38886
47120,2762
47120,2000
47120,1293
47120,16
47120,33794
47120,858
47120,2313
47120,1209
47120,1198
47120,6953
39451,380
39451,434
39451,1339
39451,832
39451,1625
39451,2420
39451,110
39451,5103
39451,3623
39451,2353
77626,25
77626,1223
77626,6773
77626,8961
77626,1212
77626,318
77626,471
77626,50872
77626,5291
77626,778
2668,5952
2668,1196
2668,2858
2668,318
2668,32
2668,260
2668,593
2668,1240
2668,296
2668,2571
24846,4226
24846,4308
24846,780
24846,2947
24846,3578
24846,912
24846,4034
24846,1196
24846,2571
24846,1387
110778,3275
110778,7445
110778,356
110778,780
110778,1198
110778,48780
110778,1527
110778,2028
110778,51662
110778,260
12384,4886
12384,8360
12384,2291
12384,2232
12384,3623
12384,1580
12384,3578
12384,48780
12384,2762
12384,7254
65670,52328
65670,48774
65670,6942
65670,7099
65670,81845
65670,48516
65670,8958
65670,59369
65670,5902
65670,6350
126236,2918
126236,4027
126236,1036
126236,1884
126236,1291
126236,1
126236,223
126236,1265
126236,1527
126236,5445
74126,1101
74126,8961
74126,6377
74126,733
74126,1527
74126,4963
74126,589
74126,6365
74126,1291
74126,5952
117083,2858
117083,4993
117083,2762
117083,165
117083,1198
117083,1214
117083,593
117083,780
117083,296
117083,32
47853,4447
47853,8533
47853,7254
47853,150
47853,6218
47853,4025
47853,5014
47853,5418
47853,339
47853,1917
74676,81591
74676,56367
74676,7361
74676,96821
74676,88810
74676,318
74676,55247
74676,63082
74676,112290
74676,54001
11621,4963
11621,5349
11621,593
11621,296
11621,5952
11621,2028
11621,1270
11621,3147
11621,356
11621,2571
41642,4306
41642,527
41642,1704
41642,2194
41642,858
41642,1954
41642,7143
41642,6539
41642,2571
41642,2028
95600,4995
95600,8961
95600,1291
95600,2353
95600,2997
95600,4993
95600,260
95600,50
95600,8644
95600,7153
51867,1222
51867,4973
51867,44191
51867,778
51867,2028
51867,51662
51867,6953
51867,7254
51867,593
51867,2959
89166,1639
89166,778
89166,32
89166,3418
89166,50
89166,2291
89166,3481
89166,3996
89166,296
89166,3160
85469,1203
85469,1086
85469,4973
85469,527
85469,1254
85469,928
85469,1276
85469,904
85469,951
85469,3334
38159,1228
38159,1222
38159,104
38159,5110
38159,8641
38159,40732
38159,1206
38159,7346
38159,111
38159,586
21794,48516
21794,2762
21794,4995
21794,2959
21794,2571
21794,3578
21794,431
21794,58559
21794,50
21794,2313
1732,50872
1732,5010
1732,1270
1732,4306
1732,54286
1732,49272
1732,924
1732,1127
1732,4886
1732,33794
128983,1343
128983,89840
128983,3256
128983,42718
128983,589
128983,26947
128983,84392
128983,74156
128983,4577
128983,3726
102954,4995
102954,34405
102954,107141
102954,8371
102954,3996
102954,45499
102954,88163
102954,60069
102954,41571
102954,66097
99270,4720
99270,5066
99270,76093
99270,2581
99270,53953
99270,1566
99270,39183
99270,1721
99270,593
99270,2762
67852,6874
67852,63082
67852,5292
67852,54286
67852,2329
67852,1089
67852,8665
67852,5810
67852,49272
67852,4011
123418,592
123418,2762
123418,1090
123418,364
123418,2028
123418,165
123418,3479
123418,2501
123418,8623
123418,541
39222,253
39222,60069
39222,72998
39222,367
39222,7438
39222,47
39222,1036
39222,2329
39222,344
39222,58559
18075,110
18075,4963
18075,2762
18075,1089
18075,1198
18075,2329
18075,527
18075,3578
18075,2858
18075,4226
27470,778
27470,6377
27470,4973
27470,47
27470,6711
27470,3147
27470,5349
27470,2706
27470,8361
27470,39231
44576,58998
44576,51662
44576,31685
44576,41566
44576,48322
44576,5283
44576,69122
44576,49272
44576,47999
44576,47610
92309,60069
92309,32587
92309,2858
92309,48394
92309,51662
92309,54503
92309,110
92309,1089
92309,56174
92309,480
115982,1220
115982,1923
115982,51091
115982,1036
115982,6807
115982,3671
115982,480
115982,53894
115982,3785
115982,364
32341,1199
32341,66097
32341,541
32341,51662
32341,61236
32341,7099
32341,60684
32341,5995
32341,4776
32341,5500
42362,6502
42362,1214
42362,1258
42362,1748
42362,5989
42362,356
42362,1240
42362,56782
42362,541
42362,2395
85598,541
85598,49272
85598,3578
85598,1627
85598,733
85598,1036
85598,1527
85598,4973
85598,7153
85598,55820
82763,3468
82763,3435
82763,4973
82763,1262
82763,1250
82763,4226
82763,2959
82763,608
82763,1221
82763,858
86110,2006
86110,5995
86110,8665
86110,49272
86110,1625
86110,1527
86110,4963
86110,527
86110,3176
86110,72998
12479,68237
12479,318
12479,68358
12479,296
12479,85414
12479,72998
12479,2858
12479,1653
12479,1527
12479,1921
18316,2571
18316,5989
18316,1923
18316,3948
18316,318
18316,1089
18316,50
18316,296
18316,1213
18316,441
42515,527
42515,92259
42515,97923
42515,593
42515,736
42515,53972
42515,11
42515,356
42515,3753
42515,3916
43362,1035
43362,41566
43362,1136
43362,1
43362,2571
43362,8961
43362,17
43362,356
43362,4306
43362,6377
54860,595
54860,48394
54860,2329
54860,4308
54860,2571
54860,318
54860,2762
54860,47
54860,356
54860,2959
8214,1197
8214,2133
8214,46578
8214,858
8214,32587
8214,88
8214,50
8214,51662
8214,33166
8214,318
3697,2291
3697,6016
3697,111
3697,1240
3697,2890
3697,908
3697,5349
3697,2761
3697,2028
3697,1258
17726,364
17726,2329
17726,6539
17726,2692
17726,6377
17726,60069
17726,4995
17726,589
17726,1210
17726,1291
77328,1198
77328,64614
77328,2762
77328,5445
77328,3578
77328,296
77328,2959
77328,58559
77328,1704
77328,318
427,1961
427,1197
427,1073
427,527
427,4027
427,337
427,920
427,1198
427,2194
427,3897
86847,2115
86847,59315
86847,480
86847,165
86847,1265
86847,44191
86847,1682
86847,1196
86847,2329
86847,58559
32659,48394
32659,913
32659,908
32659,6350
32659,5618
32659,1212
32659,38038
32659,8970
32659,39292
32659,31658
131551,79132
131551,1213
131551,48394
131551,356
131551,32587
