user,item
11,4370
11,4886
11,40815
11,47
11,32587
11,8961
11,7373
11,2
11,7438
11,33004
14,1198
14,2011
14,1223
14,919
14,4857
14,1907
14,1073
14,588
14,1035
14,4963
18,1193
18,296
18,4235
18,2324
18,5995
18,8873
18,50
18,2692
18,2571
18,46578
25,1270
25,7153
25,2762
25,1073
25,47
25,1259
25,2997
25,1
25,1923
25,2329
31,6377
31,8360
31,34405
31,79132
31,91542
31,68358
31,2628
31,68954
31,31696
31,52722
35,5952
35,4963
35,2959
35,4306
35,33794
35,44191
35,3996
35,48516
35,6711
35,2762
43,17
43,1197
43,4973
43,1196
43,1210
43,4963
43,4886
43,2858
43,4896
43,110
50,4993
50,527
50,4226
50,6377
50,32587
50,4878
50,750
50,778
50,110
50,1258
58,1246
58,150
58,2571
58,1090
58,3911
58,5669
58,2268
58,1293
58,3418
58,1079
60,1223
60,2571
60,4973
60,4226
60,6539
60,356
60,58559
60,30749
60,50
60,1198
61,2959
61,4979
61,44195
61,32587
61,2918
61,56367
61,608
61,595
61,6711
61,58559
65,58559
65,2571
65,68954
65,745
65,527
65,4878
65,2858
65,6016
65,7323
65,56367
72,2959
72,2918
72,1193
72,1258
72,1923
72,1080
72,1246
72,589
72,1270
72,608
77,4993
77,2019
77,6874
77,1196
77,1199
77,1374
77,1080
77,589
77,1136
77,1372
82,1089
82,68157
82,2028
82,64839
82,48780
82,7361
82,46578
82,6377
82,4886
82,5956
85,594
85,79132
85,2018
85,1032
85,2096
85,81845
85,595
85,68954
85,91529
85,1197
90,588
90,4896
90,780
90,1270
90,110
90,2628
90,5349
90,1198
90,1097
90,32587
91,1784
91,1923
91,8970
91,39
91,8665
91,597
91,4308
91,1246
91,1
91,1136
96,8665
96,56367
96,68157
96,50
96,63082
96,1527
96,7090
96,110
96,78499
96,102445
98,260
98,4993
98,7153
98,2959
98,78499
98,1198
98,59315
98,74458
98,593
98,318
99,4226
99,1089
99,2571
99,6807
99,48516
99,50
99,1732
99,1196
99,293
99,68954
102,7361
102,50
102,58559
102,7438
102,356
102,2858
102,1210
102,1197
102,5952
102,589
116,2502
116,4226
116,1240
116,1221
116,593
116,8636
116,6
116,180
116,2542
116,1517
121,2628
121,34162
121,1136
121,1198
121,67087
121,63131
121,2571
121,8528
121,10
121,1089
124,733
124,1784
124,377
124,1625
124,2987
124,4022
124,3996
124,6539
124,2000
124,527
129,4886
129,5816
129,61024
129,588
129,8874
129,48385
129,5952
129,71535
129,76251
129,8368
132,47
132,2692
132,1265
132,7153
132,2174
132,1961
132,6377
132,2918
132,1198
132,1221
133,74458
133,46578
133,4995
133,6016
133,1617
133,81845
133,608
133,63082
133,4306
133,527
135,364
135,1148
135,5418
135,1035
135,8360
135,588
135,2028
135,594
135,1291
135,1022
136,4896
136,86345
136,364
136,76093
136,5952
136,1704
136,91542
136,595
136,72998
136,7153
147,1197
147,2918
147,1210
147,2858
147,1617
147,1079
147,589
147,527
147,1682
147,356
152,356
152,2571
152,1196
152,1
152,2683
152,5418
152,8961
152,318
152,1240
152,32587
154,318
154,8949
154,1617
154,46578
154,2997
154,5989
154,3481
154,30749
154,593
154,4973
155,2959
155,6377
155,318
155,4011
155,608
155,1197
155,2997
155,1270
155,1136
155,541
162,5952
162,6874
162,34405
162,3000
162,5349
162,2959
162,54286
162,4011
162,44191
162,32
163,296
163,2571
163,48516
163,7438
163,44191
163,50
163,49272
163,56367
163,593
163,51662
168,2997
168,1
168,3949
168,50
168,4973
168,1199
168,2683
168,2076
168,1213
168,2542
175,1704
175,480
175,2959
175,527
175,1270
175,110
175,590
175,1221
175,4226
175,780
182,5418
182,59315
182,77561
182,51662
182,76251
182,59369
182,53519
182,4105
182,52281
182,89745
189,5816
189,588
189,1210
189,593
189,2571
189,4306
189,3052
189,6539
189,344
189,45722
190,4226
190,1148
190,296
190,3949
190,356
190,60069
190,1704
190,8784
190,33794
190,59315
201,4973
201,6016
201,1221
201,924
201,912
201,903
201,750
201,31658
201,2019
201,1354
204,364
204,2571
204,593
204,1270
204,318
204,1291
204,2762
204,2502
204,8360
204,4973
205,4896
205,318
205,2762
205,110
205,593
205,1704
205,4226
205,4886
205,1617
205,2858
206,5418
206,3793
206,8368
206,4025
206,7293
206,6539
206,33679
206,145
206,6155
206,6942
208,39183
208,89492
208,858
208,86882
208,7566
208,215
208,296
208,7361
208,34542
208,72998
209,110
209,5669
209,150
209,33660
209,47099
209,104
209,2762
209,64614
209,63082
209,3916
211,6874
211,480
211,1
211,110
211,4963
211,47
211,50
211,1240
211,1221
211,2683
213,40815
213,6377
213,1704
213,4896
213,79132
213,8368
213,68157
213,4306
213,3147
213,91529
215,778
215,4011
215,1197
215,750
215,593
215,1222
215,318
215,2716
215,5673
215,1240
218,4776
218,4226
218,46578
218,54286
218,5010
218,3147
218,47610
218,1222
218,4878
218,1625
220,1653
220,541
220,1921
220,60069
220,3362
220,32
220,31878
220,6787
220,34405
220,7156
232,47
232,648
232,480
232,356
232,5349
232,527
232,588
232,1097
232,4963
232,380
237,50
237,1214
237,2329
237,780
237,588
237,750
237,1080
237,541
237,29
237,1193
239,2
239,616
239,597
239,33794
239,45517
239,2294
239,2291
239,3483
239,3793
239,410
241,2959
241,111
241,5690
241,1258
241,4878
241,1201
241,2019
241,4226
241,4973
241,47
248,47
248,48780
248,6365
248,4995
248,46723
248,3949
248,858
248,1089
248,92259
248,1221
252,858
252,912
252,1136
252,750
252,527
252,1208
252,1201
252,1617
252,47
252,1210
254,293
254,6711
254,593
254,527
254,1732
254,356
254,608
254,1258
254,5378
254,48516
258,7143
258,33679
258,780
258,648
258,3717
258,2
258,3114
258,34319
258,5218
258,3977
264,8961
264,5618
264,6539
264,1136
264,480
264,4973
264,8368
264,364
264,4963
264,919
266,8961
266,6333
266,4306
266,588
266,4886
266,81834
266,2571
266,1198
266,59315
266,68954
271,480
271,4995
271,318
271,1200
271,34405
271,1036
271,98809
271,1580
271,1265
271,99114
279,6377
279,5299
279,3114
279,68954
279,1028
279,2080
279,8961
279,4246
279,4973
279,1097
284,858
284,1214
284,1291
284,2959
284,1222
284,6
284,3147
284,608
284,48516
284,4226
285,1270
285,8368
285,6539
285,4306
285,1704
285,1356
285,1374
285,72998
285,91542
285,364
294,5618
294,1580
294,316
294,2174
294,2161
294,589
294,1374
294,1387
294,2355
294,58559
304,7153
304,593
304,1210
304,32587
304,2329
304,110
304,76251
304,6333
304,5445
304,70286
312,2991
312,7569
312,32587
312,2376
312,50
312,8984
312,2948
312,3638
312,8861
312,49272
313,4886
313,6377
313,6365
313,8360
313,356
313,1198
313,3578
313,8874
313,1270
313,3793
316,6874
316,3793
316,3578
316,6377
316,1198
316,110
316,3052
316,1080
316,4963
316,2762
317,10
317,1240
317,7438
317,8665
317,780
317,1356
317,47
317,1527
317,296
317,356
318,68954
318,5349
318,51662
318,79702
318,108932
318,5445
318,91529
318,81591
318,111759
318,48516
337,45722
337,6378
337,45499
337,68157
337,51255
337,47
337,31696
337,7445
337,589
337,4776
340,5952
340,60069
340,4963
340,44191
340,8874
340,2028
340,2762
340,64614
340,8665
340,4878
342,4226
342,296
342,5618
342,7361
342,44555
342,593
342,48780
342,5952
342,60069
342,79132
348,46976
348,44195
348,260
348,8873
348,59018
348,27846
348,910
348,930
348,1269
348,1
351,7153
351,858
351,2571
351,2997
351,8622
351,296
351,1517
351,1193
351,1240
351,6016
359,47610
359,56367
359,48394
359,68358
359,45722
359,60069
359,36529
359,64614
359,36517
359,63113
361,356
361,4306
361,47
361,2858
361,4886
361,589
361,58559
361,364
361,7361
361,457
367,110
367,5010
367,1089
367,2194
367,60684
367,318
367,32
367,5445
367,2115
367,48780
370,68954
370,69122
370,2997
370,4995
370,1704
370,48516
370,165
370,1097
370,38061
370,1206
372,1222
372,6874
372,1193
372,778
372,608
372,7361
372,1213
372,1136
372,356
372,2997
375,4979
375,34162
375,1704
375,2502
375,46578
375,3481
375,4246
375,1307
375,3147
375,1923
379,1210
379,589
379,1653
379,3703
379,5349
379,296
379,3421
379,1258
379,3471
379,1208
383,8360
383,47610
383,1527
383,4995
383,8644
383,5903
383,1961
383,64957
383,6888
383,5459
387,1258
387,7361
387,288
387,1193
387,8464
387,1961
387,44191
387,47
387,2
387,231
388,50
388,589
388,1291
388,1215
388,1193
388,778
388,7361
388,3000
388,924
388,1274
394,6331
394,56782
394,1210
394,4973
394,1201
394,61323
394,54286
394,162
394,38061
394,1198
395,919
395,1380
395,2
395,1967
395,2918
395,3114
395,6333
395,3253
395,34319
395,1073
398,49272
398,7438
398,2329
398,4011
398,68157
398,4226
398,110
398,2858
398,106782
398,527
407,1193
407,1304
407,150
407,1183
407,1213
407,1246
407,904
407,1234
407,110
407,1307
409,5418
409,5378
409,589
409,33794
409,2355
409,1265
409,1197
409,5218
409,76093
409,4995
413,1214
413,6218
413,1252
413,30707
413,2762
413,2291
413,31658
413,5995
413,30810
413,1250
419,1923
419,2683
419,8807
419,48322
419,52245
419,46578
419,333
419,61132
419,4734
419,62434
421,4011
421,5952
421,4963
421,5349
421,1610
421,356
421,33493
421,3793
421,527
421,780
422,8644
422,480
422,1676
422,1552
422,10
422,5459
422,1275
422,2916
422,5254
422,2001
425,2918
425,6711
425,356
425,1704
425,1221
425,527
425,47
425,80463
425,1212
425,1206
427,1225
427,4226
427,3897
427,4027
427,1307
427,1961
427,527
427,1073
427,2194
427,903
430,2916
430,370
430,5378
430,2717
430,5944
430,2542
430,1233
430,3081
430,750
430,1732
431,296
431,6874
431,58559
431,260
431,593
431,2028
431,2329
431,7153
431,47
431,63082
436,356
436,318
436,480
436,4886
436,745
436,3578
436,1258
436,1376
436,2571
436,2959
440,2716
440,780
440,8636
440,5378
440,8961
440,60069
440,33493
440,924
440,70286
440,1375
442,1222
442,111
442,750
442,778
442,6711
442,593
442,1732
442,4878
442,1921
442,1729
448,6440
448,3160
448,1449
448,1193
448,2019
448,922
448,2291
448,778
448,913
448,3362
451,608
451,7361
451,1199
451,1884
451,1921
451,48082
451,32
451,1258
451,3160
451,3949
455,7438
455,30749
455,44555
455,33166
455,7361
455,6016
455,41285
455,81591
455,8950
455,3996
457,4878
457,2028
457,1617
457,260
457,1036
457,5445
457,48394
457,6333
457,2115
457,2291
459,7153
459,593
459,46578
459,6539
459,2628
459,96079
459,80463
459,71535
459,89864
459,1214
462,1036
462,260
462,296
462,648
462,8368
462,39
462,1704
462,1580
462,2716
462,329
466,260
466,8360
466,4896
466,4308
466,4973
466,76093
466,38038
466,919
466,56367
466,1527
469,30749
469,46578
469,63082
469,8983
469,4262
469,5971
469,81845
469,5618
469,44191
469,6350
471,1198
471,3681
471,3421
471,7438
471,527
471,1234
471,1201
471,1035
471,3039
471,364
482,588
482,539
482,56367
482,780
482,4306
482,2762
482,4025
482,1223
482,2858
482,6155
485,1080
485,2959
485,68954
485,50
485,33794
485,59315
485,4886
485,4306
485,296
485,110
486,597
486,1035
486,356
486,594
486,2424
486,5299
486,904
486,4886
486,1304
486,7
492,260
492,2291
492,1089
492,356
492,4011
492,110
492,1036
492,4886
492,3996
492,1193
500,2329
500,79132
500,908
500,1258
500,293
500,1250
500,1252
500,1196
500,86347
500,6350
503,50
503,5445
503,318
503,1196
503,296
503,6502
503,5630
503,48516
503,110
503,2329
504,5418
504,1
504,904
504,1247
504,6377
504,4995
504,2997
504,923
504,2019
504,1225
505,60069
505,4993
505,4306
505,7438
505,54503
505,26662
505,50872
505,2329
505,58998
505,3114
508,2329
508,6711
508,33166
508,1240
508,1252
508,3996
508,364
508,4993
508,1197
508,1961
512,165
512,6365
512,527
512,2959
512,7438
512,380
512,33493
512,1961
512,2628
512,733
520,47099
520,44199
520,7445
520,5989
520,356
520,60072
520,31685
520,1198
520,8961
520,56174
521,3578
521,44191
521,32
521,1196
521,741
521,1580
521,593
521,1206
521,4973
521,6016
532,2291
532,5971
532,3000
532,356
532,588
532,58559
532,7361
532,1136
532,2858
532,44191
534,4878
534,8636
534,32587
534,78499
534,318
534,480
534,296
534,66934
534,48780
534,5445
535,8961
535,6539
535,4995
535,8873
535,33166
535,8622
535,46578
535,7147
535,5902
535,2395
540,7361
540,31658
540,1210
540,46578
540,68237
540,1136
540,1206
540,608
540,48516
540,1089
546,1527
546,778
546,1704
546,3578
546,2997
546,1265
546,260
546,4226
546,1210
546,1222
548,500
548,1517
548,54286
548,539
548,4306
548,2762
548,588
548,1784
548,595
548,590
557,2571
557,4011
557,50
557,7438
557,110
557,356
557,4973
557,4963
557,32
557,608
563,307
563,308
563,648
563,1173
563,2959
563,47
563,2076
563,70
563,1348
563,1208
571,296
571,593
571,1240
571,2012
571,318
571,590
571,480
571,1265
571,33794
571,648
572,48516
572,1682
572,44199
572,6787
572,2762
572,6323
572,4022
572,6879
572,2694
572,47099
573,1221
573,6016
573,593
573,7766
573,1201
573,1207
573,1250
573,6669
573,58559
573,3362
577,2959
577,33794
577,5445
577,1580
577,318
577,33493
577,32
577,5349
577,6333
