user,item
27968,6874
27968,3435
27968,527
27968,260
27968,1222
27968,3949
27968,1086
27968,750
27968,1208
27968,1193
67764,2916
67764,1214
67764,5378
67764,2288
67764,5219
67764,2167
67764,33493
67764,6754
67764,3300
67764,5679
2581,5608
2581,778
2581,7361
2581,7254
2581,2329
2581,5989
2581,593
2581,2571
2581,4226
2581,296
82969,16
82969,527
82969,3147
82969,1213
82969,44199
82969,58559
82969,2959
82969,296
82969,55765
82969,2028
137831,47610
137831,296
137831,1210
137831,80463
137831,68157
137831,60069
137831,88125
137831,356
137831,68358
137831,81845
48639,3147
48639,3421
48639,457
48639,589
48639,2716
48639,1220
48639,3552
48639,2194
48639,2571
48639,6539
97870,1136
97870,1732
97870,293
97870,1222
97870,7438
97870,780
97870,4878
97870,7361
97870,6874
97870,1270
40424,6539
40424,110
40424,2028
40424,260
40424,1961
40424,2571
40424,150
40424,8961
40424,2324
40424,5952
46835,2716
46835,1208
46835,33794
46835,253
46835,7254
46835,293
46835,110
46835,1222
46835,1198
46835,593
79570,87222
79570,108932
79570,7361
79570,92259
79570,87232
79570,2762
79570,4016
79570,2858
79570,3483
79570,68157
94515,364
94515,480
94515,6874
94515,2028
94515,1136
94515,1193
94515,293
94515,32
94515,2762
94515,593
137854,40819
137854,5669
137854,44195
137854,41569
137854,68954
137854,44191
137854,2176
137854,39292
137854,2183
137854,33493
11263,35836
11263,79132
11263,318
11263,4011
11263,50
11263,293
11263,32
11263,2329
11263,1197
11263,5673
47054,7153
47054,4963
47054,34405
47054,5146
47054,8636
47054,44191
47054,33794
47054,5418
47054,5903
47054,6333
37161,2403
37161,55765
37161,33794
37161,922
37161,1343
37161,356
37161,5956
37161,3735
37161,1358
37161,3362
90747,1198
90747,1210
90747,2762
90747,5445
90747,260
90747,1246
90747,110
90747,5952
90747,527
90747,318
127601,84152
127601,55820
127601,2762
127601,2858
127601,7438
127601,80463
127601,68237
127601,81845
127601,5989
127601,64957
39688,2762
39688,527
39688,1682
39688,4306
39688,1225
39688,915
39688,17
39688,1721
39688,595
39688,69844
3293,1682
3293,5952
3293,6380
3293,4027
3293,2692
3293,3996
3293,1732
3293,3949
3293,4848
3293,34542
18760,4973
18760,1673
18760,1704
18760,3556
18760,4027
18760,1961
18760,2329
18760,47
18760,1193
18760,1258
35856,3996
35856,45499
35856,57669
35856,6333
35856,74458
35856,88129
35856,87232
35856,68237
35856,3793
35856,48774
102653,293
102653,1220
102653,1197
102653,589
102653,1288
102653,2028
102653,1259
102653,2997
102653,1214
102653,4034
44617,72998
44617,3083
44617,40870
44617,4886
44617,4226
44617,2291
44617,593
44617,63082
44617,40815
44617,8973
82532,527
82532,5464
82532,2858
82532,2918
82532,2762
82532,5989
82532,4022
82532,150
82532,1961
82532,4034
81551,5890
81551,34072
81551,46976
81551,109374
81551,59018
81551,48738
81551,8784
81551,37240
81551,8014
81551,57243
63175,3307
63175,912
63175,5291
63175,1250
63175,3741
63175,905
63175,908
63175,926
63175,1945
63175,5147
102732,79132
102732,3114
102732,780
102732,480
102732,2028
102732,6874
102732,4226
102732,356
102732,1
102732,6377
123672,6333
123672,8360
123672,3793
123672,2762
123672,4963
123672,480
123672,1610
123672,6377
123672,1
123672,260
97474,7143
97474,44191
97474,2762
97474,6377
97474,2028
97474,296
97474,34405
97474,8360
97474,8644
97474,780
98293,1722
98293,5418
98293,3578
98293,1580
98293,6373
98293,145
98293,8644
98293,8984
98293,2694
98293,6333
85632,4995
85632,48394
85632,41566
85632,364
85632,2762
85632,551
85632,4308
85632,4306
85632,2858
85632,40815
129576,60069
129576,4896
129576,4963
129576,5995
129576,8368
129576,40815
129576,6539
129576,50872
129576,1721
129576,8360
457,919
457,2115
457,4878
457,35836
457,912
457,1210
457,2028
457,2291
457,260
457,48394
133514,70286
133514,63082
133514,2716
133514,457
133514,60069
133514,4027
133514,1214
133514,1923
133514,1580
133514,32587
30737,2291
30737,7147
30737,60069
30737,96821
30737,3000
30737,69757
30737,98809
30737,6539
30737,54259
30737,1197
100288,37729
100288,2959
100288,32587
100288,76251
100288,72226
100288,65682
100288,68157
100288,69951
100288,64969
100288,71899
63791,4963
63791,1210
63791,1961
63791,1270
63791,8961
63791,5952
63791,500
63791,7153
63791,4993
63791,2571
78521,55820
78521,6874
78521,4878
78521,1258
78521,527
78521,27803
78521,8950
78521,3949
78521,778
78521,32
84886,1254
84886,5604
84886,2285
84886,8228
84886,1204
84886,6774
84886,1267
84886,1301
84886,680
84886,1217
110828,55247
110828,74458
110828,1916
110828,48394
110828,778
110828,7361
110828,3949
110828,2959
110828,2858
110828,2329
131016,1
131016,4973
131016,260
131016,47
131016,4306
131016,50
131016,8961
131016,2762
131016,5952
131016,4226
5393,8641
5393,912
5393,78499
5393,38038
5393,39292
5393,80463
5393,54503
5393,40819
5393,1254
5393,58559
74051,2302
74051,163
74051,2231
74051,293
74051,6377
74051,2716
74051,4886
74051,165
74051,1198
74051,858
15628,608
15628,150
15628,1270
15628,47
15628,5418
15628,110
15628,2571
15628,2858
15628,50
15628,318
22246,25771
22246,1748
22246,32587
22246,4553
22246,4848
22246,1136
22246,296
22246,1089
22246,4552
22246,1199
4055,2011
4055,32
4055,1393
4055,110
4055,5952
4055,7153
4055,480
4055,3793
4055,1704
4055,357
37939,7361
37939,1213
37939,930
37939,2997
37939,4226
37939,1203
37939,1288
37939,6331
37939,50
37939,1252
24856,32
24856,733
24856,589
24856,480
24856,648
24856,1210
24856,1196
24856,1198
24856,64614
24856,2762
123019,5418
123019,1262
123019,54997
123019,3362
123019,44199
123019,1304
123019,6870
123019,318
123019,3198
123019,30749
68906,260
68906,593
68906,1580
68906,1265
68906,2762
68906,4306
68906,47
68906,2716
68906,3578
68906,2571
52155,6377
52155,296
52155,2918
52155,6539
52155,356
52155,8961
52155,2959
52155,318
52155,1136
52155,1196
115183,4995
115183,2997
115183,4306
115183,1206
115183,8961
115183,1258
115183,99114
115183,3083
115183,778
115183,6016
28748,509
28748,608
28748,5989
28748,356
28748,5878
28748,2762
28748,48394
28748,527
28748,2692
28748,5995
81158,7361
81158,27700
81158,1704
81158,59995
81158,111
81158,593
81158,47
81158,3949
81158,293
81158,318
114566,58025
114566,6365
114566,6548
114566,6934
114566,33679
114566,56156
114566,49272
114566,6333
114566,8972
114566,56174
43796,110
43796,50
43796,5418
43796,6377
43796,1527
43796,69122
43796,2329
43796,296
43796,57669
43796,4995
87294,7254
87294,6016
87294,2762
87294,1246
87294,4226
87294,2291
87294,2028
87294,1682
87294,7438
87294,1298
70546,551
70546,1079
70546,2232
70546,2858
70546,293
70546,2916
70546,1274
70546,7022
70546,1208
70546,750
105479,2324
105479,4886
105479,2395
105479,8970
105479,3481
105479,3897
105479,7147
105479,8910
105479,2502
105479,8366
128762,3481
128762,73017
128762,910
128762,1028
128762,2918
128762,4963
128762,4878
128762,50
128762,4896
128762,914
2161,106072
2161,103249
2161,50872
2161,2424
2161,2340
2161,7101
2161,76093
2161,58559
2161,102445
2161,4351
38516,608
38516,110
38516,260
38516,1196
38516,2028
38516,1213
38516,1089
38516,4226
38516,2762
38516,593
108458,1079
108458,2064
108458,4014
108458,4973
108458,6942
108458,2502
108458,2918
108458,8376
108458,4306
108458,46578
27281,63082
27281,5989
27281,1222
